id,sentence_A,sentence_B,relatedness
9468,A young swimmer is sitting in a bathing suit and waiting for the next race,A young swimmer is standing in a bathing suit and waiting for the next race,4.3
9469,A kid is waiting wearing swim gear,A kid is sitting wearing swim gear,4.3
9470,A woman is sitting wearing swim gear,A kid is sitting wearing swim gear,3.5
9471,A young swimmer is sitting in a bathing suit and waiting for the next race,A kid is waiting wearing swim gear,3.515
9472,A woman is sitting wearing swim gear,A young swimmer is sitting in a bathing suit and waiting for the next race,3.3
9473,A young boy is sitting in a bathing suit and waiting for the next race,A kid is sitting wearing swim gear,4.4
9474,A kid is sitting wearing swim gear,A young swimmer is standing in a bathing suit and waiting for the next race,3.4
9475,A kid is sitting wearing swim gear,A young swimmer is sitting in a bathing suit and waiting for the next race,3.7
9476,A black dog and a white dog are wrestling on the floor,A black dog and a white dog are wrestling on the ground,4.7
9477,A black dog and a white dog are wrestling on the bed,A black dog and a white dog are wrestling on the ground,3.3
9478,A black dog and a tan dog are fighting,Two dogs are fighting,4.5
9479,A black dog and a tan dog are sleeping,A black dog and a tan dog are fighting,3.8
9480,A black dog and a white dog are wrestling on the ground,Two dogs are fighting,4.2
9481,A black dog and a white dog are wrestling on the ground,A black dog and a tan dog are sleeping,2.465
9482,A black dog and a tan dog are fighting,A black dog and a white dog are wrestling on the floor,3.4
9483,A black dog and a white dog are wrestling on the bed,A black dog and a tan dog are fighting,3.5
9484,A black dog and a tan dog are fighting,A black dog and a white dog are wrestling on the ground,3.4
9485,A cluster of four brown dogs are playing in a field of brown grass,A group of four brown dogs are playing in a field of brown grass,4.8
9486,A cluster of four brown dogs are playing in a field of brown grass,There is no dog playing in a field of brown grass,2.1
9487,Four dogs are playing in a area covered by grass,Four dogs are playing in a grassy area,4.6
9488,Four dogs are playing in a grassy area,Four dogs are not playing in a grassy area,2.9
9489,A cluster of four brown dogs are playing in a field of brown grass,Four dogs are playing in a area covered by grass,4.4
9490,A cluster of four brown dogs are playing in a field of brown grass,Four dogs are not playing in a grassy area,4
9491,A group of four brown dogs are playing in a field of brown grass,Four dogs are playing in a grassy area,4.1
9492,There is no dog playing in a field of brown grass,Four dogs are playing in a grassy area,3.2
9493,A cluster of four brown dogs are playing in a field of brown grass,Four dogs are playing in a grassy area,4.2
9494,The dog is having a nap in the park,The dog is having a rest in the park,4.4
9495,The dog is having a rest in the park,The dog is having a rest in the living room,3.7
9496,A big brown and white spotted dog is lying on a jacket on the street,A big brown and white spotted dog is lying on a cloth on the street,4.4
9497,A big brown and white spotted dog is lying on a jacket on the street,A small brown and white spotted dog is lying on a jacket on the street,4.2
9498,A big brown and white spotted dog is lying on a cloth on the street,The dog is having a rest in the park,2.9
9499,A small brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the park,3
9500,A big brown and white spotted dog is lying on a jacket on the street,The dog is having a nap in the park,2.9
9501,A big brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the living room,2.7
9502,A big brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the park,2.8
9503,A brown puppy is gnawing a metallic post that is stuck in the ground,A brown dog is gnawing a metallic post that is stuck in the ground,4.7
9504,A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is gnawing a metallic post that is stuck in the ground,4.1
9505,A brown puppy is biting a pole,A brown puppy is biting a stick,4.1
9506,A white puppy is biting a pole,A brown puppy is biting a pole,3.5
9507,A brown puppy is biting a stick,A brown puppy is gnawing a metallic post that is stuck in the ground,2.9
9508,A white puppy is biting a pole,A brown puppy is gnawing a metallic post that is stuck in the ground,3.4
9509,A brown dog is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole,3.8
9510,A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is biting a pole,4.2
9511,A brown puppy is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole,4.5
9512,A woman is petting a dog near a stone trail,A woman is petting a dog near a stone path,4.9
9513,A woman is petting a dog near a stone path,A man is petting a dog near a stone path,4
9514,A woman is playing with a brown dog in a garden,A woman is playing with a brown dog on a garden path,4.2
9515,A woman is playing with a brown dog on a garden path,A woman is playing with a brown cat on a garden path,3.5
9516,A woman is playing with a brown dog in a garden,A woman is petting a dog near a stone path,3.1
9517,A woman is petting a dog near a stone path,A woman is playing with a brown cat on a garden path,3
9518,A woman is petting a dog near a stone trail,A woman is playing with a brown dog on a garden path,3.6
9519,A man is petting a dog near a stone path,A woman is playing with a brown dog on a garden path,1.9
9520,A woman is petting a dog near a stone path,A woman is playing with a brown dog on a garden path,3.8
9521,Two men are walking through a river,Two men are walking through the water,4.2
9522,Two men are walking through the grass,Two men are walking through the water,3.2
9523,Two men are standing in the ocean,Two men are standing in deep water,4.5
9524,Two men are swimming in deep water,Two men are standing in deep water,3.8
9525,Two men are walking through the water,Two men are standing in the ocean,3.5
